Device: cuda
Dataset lenght: 39890
Batch size: 4
EPOCH 0 started==============================
sum_loss: 3.611485481262207
sum_loss: 6.961737632751465
sum_loss: 10.275374412536621
sum_loss: 13.450719833374023
sum_loss: 17.034297943115234
sum_loss: 20.532588958740234
sum_loss: 23.74985694885254
sum_loss: 26.938995361328125
sum_loss: 30.270469665527344
sum_loss: 33.83387756347656
sum_loss: 37.29974365234375
sum_loss: 40.554080963134766
sum_loss: 44.171390533447266
sum_loss: 47.88543701171875
sum_loss: 51.208831787109375
sum_loss: 54.68973922729492
sum_loss: 58.48844909667969
sum_loss: 61.86639404296875
sum_loss: 65.58114624023438
sum_loss: 69.5500717163086
sum_loss: 73.01669311523438
sum_loss: 76.64324951171875
sum_loss: 80.24256896972656
sum_loss: 84.07772827148438
sum_loss: 88.0645980834961
sum_loss: 92.07231140136719
sum_loss: 96.00404357910156
sum_loss: 99.26643371582031
sum_loss: 102.86543273925781
sum_loss: 106.48915100097656
sum_loss: 110.0626220703125
sum_loss: 112.93240356445312
sum_loss: 116.40245819091797
sum_loss: 119.929443359375
sum_loss: 123.70101928710938
sum_loss: 127.24352264404297
sum_loss: 130.8937530517578
sum_loss: 134.39683532714844
sum_loss: 138.00196838378906
sum_loss: 141.5504150390625
sum_loss: 145.12991333007812
sum_loss: 149.0485076904297
sum_loss: 152.88047790527344
sum_loss: 156.58242797851562
sum_loss: 160.77749633789062
sum_loss: 164.45785522460938
sum_loss: 167.86590576171875
sum_loss: 171.37228393554688
sum_loss: 174.85646057128906
sum_loss: 178.42811584472656
sum_loss: 182.33224487304688
sum_loss: 186.2883758544922
sum_loss: 190.1719512939453
sum_loss: 194.12728881835938
sum_loss: 197.85061645507812
sum_loss: 201.21588134765625
sum_loss: 204.4224853515625
sum_loss: 208.16268920898438
sum_loss: 211.74234008789062
sum_loss: 215.4596710205078
sum_loss: 218.73643493652344
sum_loss: 222.55728149414062
sum_loss: 226.1213836669922
sum_loss: 230.2698516845703
sum_loss: 234.15802001953125
sum_loss: 237.41571044921875
sum_loss: 241.20547485351562
sum_loss: 244.9231414794922
sum_loss: 248.67457580566406
sum_loss: 252.5552978515625
sum_loss: 255.45745849609375
sum_loss: 258.8718566894531
sum_loss: 262.2156677246094
sum_loss: 265.4930114746094
sum_loss: 269.17474365234375
sum_loss: 272.77557373046875
sum_loss: 276.2517395019531
sum_loss: 279.8495788574219
sum_loss: 283.1829833984375
sum_loss: 286.39288330078125
sum_loss: 290.1955261230469
sum_loss: 293.2892761230469
sum_loss: 296.9996032714844
sum_loss: 300.3351135253906
sum_loss: 303.9112243652344
sum_loss: 307.7137145996094
sum_loss: 311.4048767089844
sum_loss: 314.9873352050781
sum_loss: 318.4792785644531
